nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,store,place_id,nama_kelurahan,nama_kecamatan,nama_kota
indomaret,4,1,-6.3566026,106.8093138,"jl. moch. kahfi ii no.6, rw.3, cipedak, kota jakarta selatan",ChIJ69Imd5nuaS4R4l3iPtF1Wmw,Indomaret,ChIJ69Imd5nuaS4R4l3iPtF1Wmw,Cipedak,Jagakarsa,Kota Jakarta Selatan
indomaret,0,0,-6.3350508,106.8131039,"jl. sadar raya no.75 a, rw.2, ciganjur, kota jakarta selatan",ChIJK1AskZ3vaS4REypC6pL89EA,Indomaret,ChIJK1AskZ3vaS4REypC6pL89EA,Ciganjur,Jagakarsa,Kota Jakarta Selatan
indomaret fresh,4,4,-6.3461701,106.8028596,"jl. m. khafi no.2-34, rt.4/rw.1, cipedak, kota jakarta selatan",ChIJ3YjtL_zvaS4Rnl104wRCVD8,Indomaret,ChIJ3YjtL_zvaS4Rnl104wRCVD8,Cipedak,Jagakarsa,Kota Jakarta Selatan
indomaret,4.5,44,-6.3387782,106.8218532,"jl. moch. kahfi ii no.14e, rt.1/rw.4, ciganjur, kota jakarta selatan",ChIJ-Q7w6dTtaS4RDEfVifDRyGE,Indomaret,ChIJ-Q7w6dTtaS4RDEfVifDRyGE,Ciganjur,Jagakarsa,Kota Jakarta Selatan
indomaret timbul iv a,4.4,183,-6.3518525,106.807109,"jl. timbul iv no.8, rt.8/rw.6, cipedak, kota jakarta selatan",ChIJ7WecLyzvaS4Rn9KPGUD4Ljg,Indomaret,ChIJ7WecLyzvaS4Rn9KPGUD4Ljg,Cipedak,Jagakarsa,Kota Jakarta Selatan
indomaret - warung silah no.27,4.3,80,-6.3448961,106.8089498,"2, jl. wr. sila no.21, rw.5, ciganjur, kota jakarta selatan",ChIJw0MeY4buaS4RXvv9hDhmtt4,Indomaret,ChIJw0MeY4buaS4RXvv9hDhmtt4,Ciganjur,Jagakarsa,Kota Jakarta Selatan
indomaret m kahfi 4,4.5,212,-6.3500389,106.8016393,"jalan muhammad kahfi i, rt.6/rw.1, cipedak, jagakarsa, rt.6/rw.1, cipedak, kota jakarta selatan",ChIJ6cQUFo7uaS4R-_kInWNWM1E,Indomaret,ChIJ6cQUFo7uaS4R-_kInWNWM1E,Cipedak,Jagakarsa,Kota Jakarta Selatan
indomaret pertigaan sadar,3.2,5,-6.3440661,106.8121865,"jl. wr. sila no.15, rt.1/rw.5, ciganjur, kota jakarta selatan",ChIJZ5dPNIHuaS4RrO2wSc7g9dk,Indomaret,ChIJZ5dPNIHuaS4RrO2wSc7g9dk,Ciganjur,Jagakarsa,Kota Jakarta Selatan
indomaret desa putra,4.6,117,-6.3411344,106.8274065,"jl. desa putra no.52, rt.7/rw.5, srengseng sawah, kota jakarta selatan",ChIJ3TQhlPPtaS4R4L49oeHOWVI,Indomaret,ChIJ3TQhlPPtaS4R4L49oeHOWVI,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
indomart,4.2,9,-6.3541376,106.8108413,"jl. moch. kahfi ii no.32a, rt.4/rw.3, cipedak, kota jakarta selatan",ChIJky3nmJvuaS4RnXLQI2QE2oc,Indomaret,ChIJky3nmJvuaS4RnXLQI2QE2oc,Cipedak,Jagakarsa,Kota Jakarta Selatan
indomaret rsu aulia,4.9,12,-6.335074,106.8273801,"jl. jeruk raya no.11, rw.1, jagakarsa, kota jakarta selatan",ChIJodfZVs3taS4Rnyv5NOI9wSw,Indomaret,ChIJodfZVs3taS4Rnyv5NOI9wSw,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
mitra umkm indomaret,0,0,-6.3214875,106.8251361,"jagakarsa, south jakarta city",ChIJ17YTyN3taS4RJt9KCDT3YEg,Indomaret,ChIJ17YTyN3taS4RJt9KCDT3YEg,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
indomaret srengseng sawah,4.5,236,-6.3523913,106.8185399,"jrx9+3c3, jalan kukusan, rt.7/rw.7, srengseng sawah, kota jakarta selatan",ChIJbT3_jyfsaS4R717sP2FKYyI,Indomaret,ChIJbT3_jyfsaS4R717sP2FKYyI,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
mitra umkm indomaret,0,0,-6.3407538,106.8045153,"jl. m. khafi no.5, rt.8/rw.6, ciganjur, kota jakarta selatan",ChIJOQ-JH4juaS4Rk2w7its6a8g,Indomaret,ChIJOQ-JH4juaS4Rk2w7its6a8g,Ciganjur,Jagakarsa,Kota Jakarta Selatan
srengseng sawah 2 indomaret,3.7,50,-6.3581175,106.8118531,"jrr6+qp5, jalan pemuda i, rt.3/rw.9, srengseng sawah, kota jakarta selatan",ChIJ3xl_LJnuaS4RzgLSN1FMvfI,Indomaret,ChIJ3xl_LJnuaS4RzgLSN1FMvfI,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
indomaret kelapa hijau,4.5,325,-6.3268289,106.8278567,"no., jl. kelapa muda no.48, rt.11/rw.3, jagakarsa, kota jakarta selatan",ChIJDWcZHNvtaS4RroTyX5d4o2g,Indomaret,ChIJDWcZHNvtaS4RroTyX5d4o2g,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
indomaret hybrid jeruk jagakarsa,4.3,137,-6.3310934,106.8292052,"jl. jeruk raya no.3a, rt.5/rw.1, jagakarsa, kota jakarta selatan",ChIJZWTzI9DtaS4Ra2YhrND7ULo,Indomaret,ChIJZWTzI9DtaS4Ra2YhrND7ULo,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
indomaret h. syuaeb,2.5,2,-6.3588485,106.8064644,"jrr4+fh5, jl. purwa raya i, rt.6/rw.6, cipedak, kota jakarta selatan",ChIJJziCLpjuaS4RBqFo3rWHDkM,Indomaret,ChIJJziCLpjuaS4RBqFo3rWHDkM,Cipedak,Jagakarsa,Kota Jakarta Selatan
indomaret,4.4,11,-6.3629815,106.8068578,"jrp4+rph, jl. m. khafi, rt.7/rw.3, cipedak, kota jakarta selatan",ChIJ6Tll06LuaS4R9zTIOA9Y0rs,Indomaret,ChIJ6Tll06LuaS4R9zTIOA9Y0rs,Cipedak,Jagakarsa,Kota Jakarta Selatan
indomaret pesantren daarul rahman,5,3,-6.3589526,106.8065455,"jrr4+cj8, rt.6/rw.6, cipedak, south jakarta city",ChIJo81VL5juaS4RMjW6kId9FZ8,Indomaret,ChIJo81VL5juaS4RMjW6kId9FZ8,Cipedak,Jagakarsa,Kota Jakarta Selatan
indomaret matoa raya,4.5,150,-6.3628912,106.802243,"jrp2+rvx, jl. m. khafi, rt.6/rw.2, cipedak, kota jakarta selatan",ChIJTWBpu73uaS4RDjpmaVM2yCU,Indomaret,ChIJTWBpu73uaS4RDjpmaVM2yCU,Cipedak,Jagakarsa,Kota Jakarta Selatan
indomaret lenteng agung barat,3.3,3,-6.3333248,106.8350508,"jl. raya lenteng agung blok cemara no.9, rt.2/rw.10, srengseng sawah, kota jakarta selatan",ChIJJaTMDg_taS4R60wVAmauYTQ,Indomaret,ChIJJaTMDg_taS4R60wVAmauYTQ,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
indomaret,2.7,14,-6.3239357,106.8372384,"jl. agung raya i no.3, rt.9/rw.2, lenteng agung, kota jakarta selatan",ChIJx0ubeSPtaS4RHy0oOTeBz3s,Indomaret,ChIJx0ubeSPtaS4RHy0oOTeBz3s,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
indomaret srengseng jagakarsa no.23,4.4,174,-6.3451713,106.8294743,"jl. o no.14, rw.3, srengseng sawah, kota jakarta selatan",ChIJpV0lAS7saS4RivjWQPg7JxE,Indomaret,ChIJpV0lAS7saS4RivjWQPg7JxE,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
indomaret stasiun lenteng agung,4.8,23,-6.3308777,106.8343701,"mr9m+jpx, jl. raya lenteng agung, rt.1/rw.5, lenteng agung, kota jakarta selatan",ChIJs8vL3f_taS4RD-B_tfITONc,Indomaret,ChIJs8vL3f_taS4RD-B_tfITONc,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
indomaret joe kelapa tiga,4.2,27,-6.3245479,106.8301569,"gg. bunga no.2, rt.2/rw.6, lenteng agung, kota jakarta selatan",ChIJPdTzvtrtaS4Rny8eJBB6jss,Indomaret,ChIJPdTzvtrtaS4Rny8eJBB6jss,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
indomaret lenteng agung 28,4.4,283,-6.324972,106.8335444,"mrgm+2c8, rt.13/rw.5, lenteng agung, south jakarta city",ChIJh7HpccTtaS4R3felpmD0M70,Indomaret,ChIJh7HpccTtaS4R3felpmD0M70,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
indomaret st tj.barat,0,0,-6.3085045,106.8381817,"jl. raya lenteng agung no.5, rt.3/rw.1, lenteng agung, kota jakarta selatan",ChIJxbO8YfvtaS4RVgwXEDURxRs,Indomaret,ChIJxbO8YfvtaS4RVgwXEDURxRs,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
indomaret lenteng agung 2,4.4,197,-6.3349815,106.8344234,"jl. raya lenteng agung no.25, rt.3/rw.4, srengseng sawah, kota jakarta selatan",ChIJ9fzyS8_taS4Ra0JH3lgQjic,Indomaret,ChIJ9fzyS8_taS4Ra0JH3lgQjic,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
indomaret tanjung barat,4.6,101,-6.3119122,106.838572,"jl. raya tj. barat no.12a, rt.5/rw.1, tj. bar., kota jakarta selatan",ChIJO8FvdaLtaS4RSZB1kkXDSLk,Indomaret,ChIJO8FvdaLtaS4RSZB1kkXDSLk,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
indomaret,4.3,84,-6.3045613,106.8437533,"jl. nangka raya no.5, rt.8/rw.5, tj. bar., kota jakarta selatan",ChIJ_57ljYztaS4RBUKmJ5rF0XA,Indomaret,ChIJ_57ljYztaS4RBUKmJ5rF0XA,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
indomaret,3.8,10,-6.2961348,106.843599,"jl. poltangan raya no.19, rt.1/rw.4, tj. bar., kota jakarta selatan",ChIJd3ilG3XyaS4R7Y_rIePXcG4,Indomaret,ChIJd3ilG3XyaS4R7Y_rIePXcG4,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
indomaret tb simatupang,3.5,19,-6.3039672,106.8508534,"jl. tb simatupang no.47, rt.12/rw.5, tj. bar., kota jakarta selatan",ChIJNWl0JY_taS4Rcf7n3fGXkxw,Indomaret,ChIJNWl0JY_taS4Rcf7n3fGXkxw,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
indomaret rancho indah,3.2,14,-6.305132,106.8502399,"jl. rancho indah no.17, rt.1/rw.2, tj. bar., kota jakarta selatan",ChIJ76qqqo3taS4RkUk7x72ntOw,Indomaret,ChIJ76qqqo3taS4RkUk7x72ntOw,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
indomaret nangka 1,4.6,117,-6.3029362,106.8475626,"jl. nangka raya no.6, rw.5, tj. bar., kota jakarta selatan",ChIJh2Vkk9jtaS4R71LDz2IfqhU,Indomaret,ChIJh2Vkk9jtaS4R71LDz2IfqhU,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
indomaret simatupang 52,5,1,-6.3041554,106.8438925,"jl. tb simatupang no.52, rt.8/rw.4, tj. bar., kota jakarta selatan",ChIJZYivLIntaS4RYRVV5fqSKRw,Indomaret,ChIJZYivLIntaS4RYRVV5fqSKRw,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
alfamart,4,1,-6.3274385,106.8165763,"jl. gandaria ii kel no.rt. 006/02, rt.6/rw.2, jagakarsa, kota jakarta selatan",ChIJNaff4frvaS4Rv-sXFlDoV8I,Alfamart,ChIJNaff4frvaS4Rv-sXFlDoV8I,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
alfamart,4.4,99,-6.3270311,106.8144222,"jl.jagakarsa kp.kandang no.50, rt.6/rw.4, kel, kota jakarta selatan",ChIJVZkf7ijvaS4RohYfDKQq_TQ,Alfamart,ChIJVZkf7ijvaS4RohYfDKQq_TQ,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
alfamart cv. anis star,4,12,-6.3271938,106.816634,"jl. raya jagakarsa no.3, rt.6/rw.2, jagakarsa, kota jakarta selatan",ChIJGQvZVnHuaS4R5-987_ViIy0,Alfamart,ChIJGQvZVnHuaS4R5-987_ViIy0,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
alfamart,4.3,239,-6.3267655,106.8215854,"jl. raya jagakarsa, rt.2/rw.7, kel, kota jakarta selatan",ChIJz9mMD9ntaS4RZubt_6ybvOw,Alfamart,ChIJz9mMD9ntaS4RZubt_6ybvOw,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
alfamart,4.8,20,-6.3286377,106.8244583,"jl. raya jagakarsa no.2a, rt.9/rw.7, kel, kota jakarta selatan",ChIJWbkHhJ3taS4RYeZ0L7Xgo4Y,Alfamart,ChIJWbkHhJ3taS4RYeZ0L7Xgo4Y,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
alfamart,4.2,97,-6.3359894,106.8270017,"jl. moch. kahfi ii kel no.23, rt.11/rw.8, srengseng sawah, kota jakarta selatan",ChIJe1YAOdLtaS4Rt7Ol21BHFN4,Alfamart,ChIJe1YAOdLtaS4Rt7Ol21BHFN4,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,0,0,-6.3525767,106.8188851,"jl. srengseng sawah kel no.18, rw.7, srengseng sawah, kota jakarta selatan",ChIJLdQeZIztaS4R-teqdeGZ2Aw,Alfamart,ChIJLdQeZIztaS4R-teqdeGZ2Aw,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,4.2,35,-6.3463896,106.8257072,"jl.simpang tiga, jl. pratama kel no.22, rt.6/rw.6, srengseng sawah, kota jakarta selatan",ChIJcXskSobtaS4Rgle9vWyGMns,Alfamart,ChIJcXskSobtaS4Rgle9vWyGMns,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,1,1,-6.3455177,106.810441,"jl. wr. sila kel no.48, rt.11/rw.5, ciganjur, kota jakarta selatan",ChIJLccxhA3vaS4R1CueIAoDZlE,Alfamart,ChIJLccxhA3vaS4R1CueIAoDZlE,Ciganjur,Jagakarsa,Kota Jakarta Selatan
alfamart,4.4,104,-6.3492714,106.8016789,"jl. m. khafi kel no.1, rt.015/rw.1, cipedak, kota jakarta selatan",ChIJ2ZJsw-bvaS4RPE2HSgHEYvc,Alfamart,ChIJ2ZJsw-bvaS4RPE2HSgHEYvc,Cipedak,Jagakarsa,Kota Jakarta Selatan
alfamart,4.3,85,-6.3412216,106.8046813,"jl. m. kahfi i no. 60, rt. 006 kel, rt.8/rw.6, ciganjur, kota jakarta selatan",ChIJ50-5vp3vaS4R4PP0-gOdOLY,Alfamart,ChIJ50-5vp3vaS4R4PP0-gOdOLY,Ciganjur,Jagakarsa,Kota Jakarta Selatan
alfamart srengseng sawah (eg47),4.8,12,-6.3525632,106.8188433,"utama rt.5/rw.7, srengseng sawah, jagakarsa, rt.5/rw.7, srengseng sawah, kota jakarta selatan",ChIJzdSRmyfsaS4Rtl298qGtaec,Alfamart,ChIJzdSRmyfsaS4Rtl298qGtaec,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,4.2,102,-6.3353411,106.8132835,"jl. sadar raya no.kel, rt.2/rw.2, jagakarsa, kota jakarta selatan",ChIJyXE7tX7uaS4R_N1dj_5A7Lk,Alfamart,ChIJyXE7tX7uaS4R_N1dj_5A7Lk,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
alfamart,4.5,99,-6.3484879,106.8200177,"jl. srengseng raya kel no.87, rt.2/rw.7, srengseng sawah, kota jakarta selatan",ChIJPxyLWijsaS4Rl6Ahgql2Zkc,Alfamart,ChIJPxyLWijsaS4Rl6Ahgql2Zkc,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,3.9,13,-6.3519106,106.8104356,"jl. timbul rt 1/3 kel, jl. timbul no.38, rt.1/rw.3, cipedak, kota jakarta selatan",ChIJa5D3PpvuaS4RmD22MJHORS4,Alfamart,ChIJa5D3PpvuaS4RmD22MJHORS4,Cipedak,Jagakarsa,Kota Jakarta Selatan
alfamart,4.3,119,-6.3447007,106.8044728,"jl. wr. sila kel no.261, rt.3/rw.4, ciganjur, kota jakarta selatan",ChIJn4GqwYjuaS4RkEZAhdWNiIU,Alfamart,ChIJn4GqwYjuaS4RkEZAhdWNiIU,Ciganjur,Jagakarsa,Kota Jakarta Selatan
alfamart,4,12,-6.3431267,106.8172234,"jl.moch kahfi 2 rt 5/4 kel, jl. moch. kahfi ii no.2, rt.5/rw.4, ciganjur, kota jakarta selatan",ChIJwRkvJkbvaS4RV98hH2jg2jM,Alfamart,ChIJwRkvJkbvaS4RV98hH2jg2jM,Ciganjur,Jagakarsa,Kota Jakarta Selatan
alfamart,4.4,39,-6.3360353,106.8081282,"jl. h. montong kel, rt.6/rw.2, ciganjur, kota jakarta selatan",ChIJcSF1kHzuaS4RmUi6Derkz0U,Alfamart,ChIJcSF1kHzuaS4RmUi6Derkz0U,Ciganjur,Jagakarsa,Kota Jakarta Selatan
alfamart m. kafi 1,4.3,27,-6.354785,106.8104626,"jl. moch. kahfi ii no.35, rt.4/rw.3, cipedak, kota jakarta selatan",ChIJf-XTUHHuaS4R3O2aD58Jejc,Alfamart,ChIJf-XTUHHuaS4R3O2aD58Jejc,Cipedak,Jagakarsa,Kota Jakarta Selatan
alfamart jl.aselih,4.2,52,-6.3518666,106.8010337,"jrx2+6cr, rt.7/rw.1, cipedak, south jakarta city",ChIJS129nNjvaS4RhFpkPRMENm4,Alfamart,ChIJS129nNjvaS4RhFpkPRMENm4,Cipedak,Jagakarsa,Kota Jakarta Selatan
alfamart,2,1,-6.3409759,106.8275507,"jl. raya desa putra no. 22, rt no.kel, rt.7/rw.5, srengseng sawah, kota jakarta selatan",ChIJozZ4F7HtaS4R1kONZ5ibbtU,Alfamart,ChIJozZ4F7HtaS4R1kONZ5ibbtU,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,0,0,-6.357054,106.8095512,"jl. srengseng sawah kel no.4, rt.9/rw.9, cipedak, kota jakarta selatan",ChIJQ72y0hzvaS4RX5dcmBsgyWU,Alfamart,ChIJQ72y0hzvaS4RX5dcmBsgyWU,Cipedak,Jagakarsa,Kota Jakarta Selatan
alfamart,4.3,363,-6.3390194,106.8285737,"jl. desa putra raya no.3 kel, rw.5, srengseng sawah, kota jakarta selatan",ChIJAw3ltijtaS4RmcB7KA3NCio,Alfamart,ChIJAw3ltijtaS4RmcB7KA3NCio,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,3.7,11,-6.3448658,106.8286053,"jl. srengseng sawah kel no.rt 5/12, rt.5/rw.12, srengseng sawah, kota jakarta selatan",ChIJNeAy4i3saS4R2vlrs_RK_Qk,Alfamart,ChIJNeAy4i3saS4R2vlrs_RK_Qk,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,4.1,158,-6.3271403,106.8293354,"jl. klp. 3 no.49, rt.6/rw.3, kel, kota jakarta selatan",ChIJKUVCIj_taS4RPE3ln04fn_s,Alfamart,ChIJKUVCIj_taS4RPE3ln04fn_s,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
alfamart,4.2,129,-6.3580351,106.8116309,"jl. srengseng sawah kel no.48 rt 2/9, rt.3/rw.9, srengseng sawah, kota jakarta selatan",ChIJO-fSOk7vaS4RCj8aV46LE6Q,Alfamart,ChIJO-fSOk7vaS4RCj8aV46LE6Q,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,1,1,-6.3450368,106.8152846,"jl. wr. sila no.36, rt.2/rw.5, ciganjur, kota jakarta selatan",ChIJXWJrkhPvaS4Rrveg9EepZfI,Alfamart,ChIJXWJrkhPvaS4Rrveg9EepZfI,Ciganjur,Jagakarsa,Kota Jakarta Selatan
alfamart,4.5,97,-6.3179633,106.8191259,"jl. pepaya raya no.58, rt.12/rw.5, kel, kota jakarta selatan",ChIJW9l0OeDtaS4Rpqp-vEQlRxM,Alfamart,ChIJW9l0OeDtaS4Rpqp-vEQlRxM,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
alfamart royal residence,4.6,73,-6.3343032,106.8069313,"mr84+7qf, rt.7/rw.2, ciganjur, south jakarta city",ChIJMU7G8APvaS4RPldwPHdkBVs,Alfamart,ChIJMU7G8APvaS4RPldwPHdkBVs,Ciganjur,Jagakarsa,Kota Jakarta Selatan
alfamart srengseng sawah 4 (eh83),4.3,15,-6.357147,106.8095228,"jl. srengseng sawah no.1, rt.4/rw.9, srengseng sawah, kota jakarta selatan",ChIJ88BZcpnuaS4RE8o0nNn30ow,Alfamart,ChIJ88BZcpnuaS4RE8o0nNn30ow,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,4.1,107,-6.3629942,106.8021022,"jl.moch kahfi i, gg. pedati selatan kel no.60, rt.6/rw.2, cipedak, kota jakarta selatan",ChIJ7ykmvmrvaS4RlZev4Fju-J8,Alfamart,ChIJ7ykmvmrvaS4RlZev4Fju-J8,Cipedak,Jagakarsa,Kota Jakarta Selatan
alfamart,4.3,162,-6.3633345,106.8067338,"jl. moch. kahfi ii kel no.24, rt.7/rw.3, cipedak, kota jakarta selatan",ChIJreD62aLuaS4RmuRbWickzPw,Alfamart,ChIJreD62aLuaS4RmuRbWickzPw,Cipedak,Jagakarsa,Kota Jakarta Selatan
alfamart,4.3,16,-6.3389038,106.8344498,"komp. sta universitas pancasila jl. raya lt agung kel, rt.1/rw.3, srengseng sawah, kota jakarta selatan",ChIJO9SLoXrtaS4R_qO4Q2eaGC0,Alfamart,ChIJO9SLoXrtaS4R_qO4Q2eaGC0,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,4.4,172,-6.310429,106.8373362,"jl. raya lenteng agung no.9 rt, rt.4/rw.1, lenteng agung, kota jakarta selatan",ChIJI4ismJftaS4RG7BjJdb_aTE,Alfamart,ChIJI4ismJftaS4RG7BjJdb_aTE,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
alfamart lenteng agung 5,3,4,-6.3163063,106.8361512,"jl. raya lenteng agung no.22, rt.5/rw.1, lenteng agung, kota jakarta selatan",ChIJDQ0fsc7taS4R3NlvyB-kvR0,Alfamart,ChIJDQ0fsc7taS4R3NlvyB-kvR0,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
alfamart,4.5,73,-6.3334358,106.835083,"jl. lenteng agung barat no. 9, kel no.04, rt.2/rw.10, srengseng sawah, kota jakarta selatan",ChIJ13AKk4ftaS4RCuU8MrNt6NA,Alfamart,ChIJ13AKk4ftaS4RCuU8MrNt6NA,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,3.7,11,-6.3234492,106.8354947,"jl. raya lenteng agung kel no.14, lenteng agung, kota jakarta selatan",ChIJlTB_4sPtaS4Rxc7ws3Uy_40,Alfamart,ChIJlTB_4sPtaS4Rxc7ws3Uy_40,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
alfamart,4.1,115,-6.312118,106.838574,"jl.tanjung barat sltn rt 1/2, kel, rt.1/rw.2, tj. bar., kota jakarta selatan",ChIJO7r69eztaS4R6-qTHsW9FZo,Alfamart,ChIJO7r69eztaS4R6-qTHsW9FZo,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
alfamart,4.4,72,-6.3243592,106.8300011,"jl. joe klp. tiga, rt.2/rw.3, kel, kota jakarta selatan",ChIJYbi2VcPtaS4REBIUqS4H6nw,Alfamart,ChIJYbi2VcPtaS4REBIUqS4H6nw,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
alfamart,4.8,16,-6.3306239,106.8349623,"stasiun kel, lenteng agung, south jakarta city",ChIJIwmT0tTtaS4R6hg8QgNw3WY,Alfamart,ChIJIwmT0tTtaS4R6hg8QgNw3WY,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
alfamart ltg agung jagakarsa,5,2,-6.3283086,106.8342246,"mrcm+mm5, rt.9/rw.4, lenteng agung, south jakarta city",ChIJ05wHln3taS4RfX09zv-hV4M,Alfamart,ChIJ05wHln3taS4RfX09zv-hV4M,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
alfamart,5,1,-6.3077549,106.8388917,"stasiun tanjung barat kel, rt.4/rw.1, srengseng sawah, kota jakarta selatan",ChIJAdADu4rtaS4RvCWKME2nOFc,Alfamart,ChIJAdADu4rtaS4RvCWKME2nOFc,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfa rancho indah (dalam),4.4,269,-6.3095732,106.850957,"jl. rancho indah no.47d, rt.8/rw.2, tj. bar., kota jakarta selatan",ChIJFaiFN5DtaS4RMY3a1g0u8Bo,Alfamart,ChIJFaiFN5DtaS4RMY3a1g0u8Bo,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
alfamart,3.4,12,-6.3154439,106.8430878,"jl. tj. barat selatan gg. 100 kel, lenteng agung, kota jakarta selatan",ChIJ406rRZPtaS4RMYVeSLK2seg,Alfamart,ChIJ406rRZPtaS4RMYVeSLK2seg,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
sumber alfaria trijaya. pt (alfamart),2.7,6,-6.3509795,106.8326992,"jl. lenteng agung timur, no. 1 rt. 06 rw. 01, jagakarsa, rt.12/rw.8, lenteng agung, kota jakarta selatan",ChIJddTlTzPsaS4R4BYzvn0YNik,Alfamart,ChIJddTlTzPsaS4R4BYzvn0YNik,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
alfamart,4.3,182,-6.2967705,106.8442387,"jl. raya poltangan, rt. 001, r no.kel, rt.1/rw.4, tj. bar., kota jakarta selatan",ChIJyyRGCHXyaS4RLCAb2pLyLeA,Alfamart,ChIJyyRGCHXyaS4RLCAb2pLyLeA,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
alfamart tanjung barat,4,76,-6.3044692,106.8398007,"alfamart, jalan tanjung barat raya no.172, rt.2/rw.1, tanjung barat, jagakarsa, rt.10/rw.4, tj. bar., kota jakarta selatan",ChIJY1uOaPPtaS4RITGKVmQwRXc,Alfamart,ChIJY1uOaPPtaS4RITGKVmQwRXc,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
alfamart,4.2,400,-6.2984046,106.8407504,"jl. tj. bar. lama no.kel, rt.4/rw.4, tj. bar., kota jakarta selatan",ChIJW2lkqAryaS4Rl3e1w3Am11w,Alfamart,ChIJW2lkqAryaS4Rl3e1w3Am11w,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
alfamart nangka poltangan,4.1,10,-6.3027653,106.8484869,"jl. nangka raya no.1, rt.6/rw.5, tj. bar., kota jakarta selatan",ChIJFayoSIntaS4R9dPZgj-4vJY,Alfamart,ChIJFayoSIntaS4R9dPZgj-4vJY,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
alfamart,4.3,12,-6.2955397,106.841134,"jl. raya tj. barat kel no.24, rt.4/rw.4, tj. bar., kota jakarta selatan",ChIJq1i2LQvyaS4RHh12kmtjRqQ,Alfamart,ChIJq1i2LQvyaS4RHh12kmtjRqQ,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
alfamart,0,0,-6.3027698,106.8484726,"jl. nangka i no.4, rt.6/rw.5, tj. bar., kota jakarta selatan",ChIJz6jzUEvtaS4RNyn3cEc9GMc,Alfamart,ChIJz6jzUEvtaS4RNyn3cEc9GMc,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
